id,label,prediction,probability,input_text
13,1,0,0.7480314373970032,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
26,0,1,0.662229061126709,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
28,0,1,0.5271406173706055,"it 's a cookie-cutter movie , a cut-and-paste job . "
33,0,1,0.6986848711967468,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
37,0,1,0.7555174231529236,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
42,1,0,0.6799877285957336,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . 
45,0,1,0.7049587965011597,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.5406199097633362,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.8792027831077576,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
57,0,1,0.5820642709732056,the cold turkey would 've been a far better title . 
62,1,0,0.7569406032562256,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . 
64,0,1,0.6684844493865967,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
69,0,1,0.6525420546531677,"this one is definitely one to skip , even for horror movie fanatics . "
70,0,1,0.7875115871429443,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
83,1,0,0.9113081693649292,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.5413147807121277,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
88,1,0,0.5048069953918457,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 
89,1,0,0.596630334854126,"we know the plot 's a little crazy , but it held my interest from start to finish . "
93,1,0,0.6234503388404846,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9086169600486755,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
106,1,0,0.870334267616272,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 
112,1,0,0.9867160320281982,hilariously inept and ridiculous . 
115,0,1,0.8772125244140625,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.7631398439407349,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.7023985385894775,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
123,1,0,0.8579054474830627,turns potentially forgettable formula into something strangely diverting . 
136,0,1,0.8648501634597778,looks and feels like a project better suited for the small screen . 
145,0,1,0.6411998271942139,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
149,1,0,0.5248274207115173,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . "
172,1,0,0.7804427742958069,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
175,1,0,0.8410242795944214,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . "
176,0,1,0.5424039363861084,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . "
180,0,1,0.5807467699050903,"unfortunately , it 's not silly fun unless you enjoy really bad movies . "
183,0,1,0.8860732913017273,"the lower your expectations , the more you 'll enjoy it . "
186,1,0,0.6100148558616638,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . "
192,1,0,0.5637346506118774,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . "
194,1,0,0.8320885300636292,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . "
195,1,0,0.5953066945075989,my thoughts were focused on the characters . 
201,1,0,0.5970933437347412,"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . "
205,1,0,0.7973501682281494,falls neatly into the category of good stupid fun . 
213,0,1,0.5689972639083862,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . "
215,1,0,0.6240158081054688,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . "
218,0,1,0.9906421303749084,"all that 's missing is the spontaneity , originality and delight . "
223,1,0,0.5216544270515442,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . "
236,1,0,0.552608072757721,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
238,0,1,0.8036467432975769,"an occasionally funny , but overall limp , fish-out-of-water story . "
248,1,0,0.6720654368400574,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
249,1,0,0.9151924252510071,huston nails both the glad-handing and the choking sense of hollow despair . 
253,0,1,0.8516495823860168,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
261,1,0,0.501072347164154,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . "
266,1,0,0.6140533089637756,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
